XNXQ	KCH	KCM	XM
2016-2017-2	10721011	三年级男生篮球提高课	2014000028
2016-2017-2	30220323	高电压工程	2014000028
2016-2017-2	00510922	金融机构	2014000029
2016-2017-2	00510933	保险与风险管理	2014000029
2016-2017-2	30230842	电子电路与系统基础实验	2014000029
2016-2017-2	40230821	电磁场与微波实验	2014000029
2016-2017-2	30230832	媒体与认知	2014000029
2016-2017-2	30230763	固体物理基础	2014000029
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000029
2016-2017-2	30470093	计算生物学	2014000029
2016-2017-2	40231091	语音信号处理实验	2014000029
2016-2017-2	30700113	中国社会	2014000029
2016-2017-2	00510913	投资学	2014000029
2016-2017-2	10721271	三年级男生游泳中级班	2014000029
2016-2017-2	00050021	工业生态学	2014000029
2016-2017-2	30230703	数字图像处理	2014000029
2016-2017-2	30230923	统计信号处理基础	2014000029
2016-2017-2	40231103	语音信号处理	2014000029
2016-2017-2	00690262	《老子》与《论语》	2014000030
2016-2017-2	40021483	建筑设计（7）	2014000030
2016-2017-2	10721361	三年级男生台球	2014000030
2016-2017-2	30020801	中国执业建筑师的专业素养	2014000030
2016-2017-2	30020741	城市设计概论	2014000030
2016-2017-2	30020811	中国古代建筑理论概说	2014000030
2016-2017-2	40020472	中国近代建筑史	2014000030
2016-2017-2	40021101	当代建筑设计理论	2014000030
2016-2017-2	40021251	当代建筑设计思潮	2014000030
2016-2017-2	40021381	乡土建筑学	2014000030
2016-2017-2	21510141	金工实习D(分散)	2014000030
2016-2017-2	30020451	建筑热环境	2014000030
2016-2017-2	30020461	建筑光环境	2014000030
2016-2017-2	30020572	城市规划原理	2014000030
2016-2017-2	40021163	建筑设计(6)	2014000030
2016-2017-2	40021483	建筑设计（7）	2014000031
2016-2017-2	10721511	三年级女生网球	2014000031
2016-2017-2	60640042	日语(第二外国语)(1)	2014000031
2016-2017-2	30020561	西方古典建筑理论	2014000031
2016-2017-2	40021101	当代建筑设计理论	2014000031
2016-2017-2	40021251	当代建筑设计思潮	2014000031
2016-2017-2	30020801	中国执业建筑师的专业素养	2014000031
2016-2017-2	21510141	金工实习D(分散)	2014000031
2016-2017-2	30020451	建筑热环境	2014000031
2016-2017-2	30020461	建筑光环境	2014000031
2016-2017-2	30020572	城市规划原理	2014000031
2016-2017-2	02090061	射击	2014000032
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000032
2016-2017-2	10721591	三年级女生乒乓球	2014000032
2016-2017-2	40250831	运动控制专题实验（1）	2014000032
2016-2017-2	40250701	检测技术系列实验(1)	2014000032
2016-2017-2	40250712	模式识别基础	2014000032
2016-2017-2	40250754	过程控制	2014000032
2016-2017-2	30250233	线性控制系统工程	2014000032
2016-2017-2	40250762	检测原理	2014000032
2016-2017-2	00510493	产业组织理论	2014000032
2016-2017-2	00510563	货币银行学	2014000032
2016-2017-2	00510913	投资学	2014000033
2016-2017-2	40030584	施工实习	2014000033
2016-2017-2	40030673	混凝土结构设计	2014000033
2016-2017-2	40030682	钢结构课程设计	2014000033
2016-2017-2	10721081	三年级男生羽毛球	2014000034
2016-2017-2	00690092	逻辑学概论	2014000034
2016-2017-2	40240492	数据挖掘	2014000034
2016-2017-2	40240392	多媒体技术基础及应用	2014000034
2016-2017-2	40240062	数字图像处理	2014000034
2016-2017-2	20240033	数值分析	2014000034
2016-2017-2	40240443	计算机系统结构	2014000034
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000034
2016-2017-2	30240243	操作系统	2014000034
2016-2017-2	40031013	工程结构加固原理及典型案例分析	2014000035
2016-2017-2	40031021	计算结构力学概论	2014000035
2016-2017-2	40031031	土木工程材料前沿	2014000035
2016-2017-2	40030322	结构矩阵分析	2014000035
2016-2017-2	30040362	基础工程（英）	2014000035
2016-2017-2	40030132	结构试验	2014000035
2016-2017-2	40030912	交通规划	2014000035
2016-2017-2	40030673	混凝土结构设计	2014000035
2016-2017-2	60640042	日语(第二外国语)(1)	2014000035
2016-2017-2	40030682	钢结构课程设计	2014000035
2016-2017-2	10721121	三年级男生游泳	2014000035
2016-2017-2	20030162	混凝土结构(2)	2014000035
2016-2017-2	30030471	地震工程概论	2014000035
2016-2017-2	40030782	桥梁工程	2014000035
2016-2017-2	40030851	土木规划学	2014000035
2016-2017-2	30910032	建筑施工技术	2014000035
2016-2017-2	30910052	工程项目管理(1)	2014000035
2016-2017-2	40030584	施工实习	2014000035
2016-2017-2	40030961	卓越工程师培养：因材施教研讨课(4)	2014000035
2016-2017-2	30030323	土木工程CAD技术基础	2014000035
2016-2017-2	60640242	德语(第二外国语)(2)	2014000036
2016-2017-2	40350593	材料加工原理	2014000036
2016-2017-2	10721041	三年级男生网球	2014000036
2016-2017-2	40350392	电子材料工学	2014000036
2016-2017-2	40350422	聚合物复合材料(PMC)	2014000036
2016-2017-2	20220395	电工与电子技术	2014000036
2016-2017-2	30350183	材料物理性能基础	2014000036
2016-2017-2	30350291	材料科学与工程实验（3）	2014000036
2016-2017-2	40350612	材料加工系列实验	2014000036
2016-2017-2	40250942	企业与信息系统建模分析	2014000037
2016-2017-2	10721011	三年级男生篮球提高课	2014000037
2016-2017-2	40250754	过程控制	2014000037
2016-2017-2	30250233	线性控制系统工程	2014000037
2016-2017-2	40250182	人工智能导论	2014000037
2016-2017-2	40250642	CIM系统导论	2014000037
2016-2017-2	20250013	运筹学(1)	2014000037
2016-2017-2	40250762	检测原理	2014000037
2016-2017-2	00640242	英汉互译实践与技巧	2014000037
2016-2017-2	10421065	微积分A(2)	2014000038
2016-2017-2	30240343	数字逻辑电路	2014000038
2016-2017-2	10420803	概率论与数理统计	2014000038
2016-2017-2	40240532	机器学习概论	2014000038
2016-2017-2	40240392	多媒体技术基础及应用	2014000038
2016-2017-2	40240443	计算机系统结构	2014000038
2016-2017-2	40240892	现代密码学	2014000038
2016-2017-2	30240243	操作系统	2014000038
2016-2017-2	10641102	快乐英语写作	2014000038
2016-2017-2	20240033	数值分析	2014000038
2016-2017-2	10721041	三年级男生网球	2014000038
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000038
2016-2017-2	60640272	日语(第二外国语)(2)	2014000039
2016-2017-2	30230832	媒体与认知	2014000039
2016-2017-2	40230821	电磁场与微波实验	2014000039
2016-2017-2	30230703	数字图像处理	2014000039
2016-2017-2	10721071	三年级男生乒乓球	2014000039
2016-2017-2	40231172	全球导航卫星系统基础	2014000039
2016-2017-2	40230982	图像压缩	2014000039
2016-2017-2	30230763	固体物理基础	2014000039
2016-2017-2	30230923	统计信号处理基础	2014000039
2016-2017-2	40231091	语音信号处理实验	2014000039
2016-2017-2	30230331	通信电路实验	2014000039
2016-2017-2	10721011	三年级男生篮球提高课	2014000040
2016-2017-2	S1510021	实验室科研探究（1）	2014000040
2016-2017-2	00700052	大学生心理健康	2014000040
2016-2017-2	10420844	文科数学	2014000040
2016-2017-2	30670372	马克思主义新闻观	2014000040
2016-2017-2	30670413	媒介伦理与法规	2014000040
2016-2017-2	30670473	舆论战导论	2014000040
2016-2017-2	00804923	信息与交互设计	2014000041
2016-2017-2	00510573	劳动经济学	2014000041
2016-2017-2	40510983	中国经济专题	2014000041
2016-2017-2	00804242	设计与科技创业实验室	2014000041
2016-2017-2	S1510031	实验室科研探究（2）	2014000041
2016-2017-2	00640242	英汉互译实践与技巧	2014000041
2016-2017-2	00510624	计量经济学导论	2014000041
2016-2017-2	10721601	三年级女生健美操	2014000041
2016-2017-2	30641412	日本文化概论	2014000041
2016-2017-2	40640352	古典日语语法	2014000041
2016-2017-2	40640362	日语口译(2)	2014000041
2016-2017-2	40640394	日语精读(2)	2014000041
2016-2017-2	40640522	日语翻译(1)	2014000041
2016-2017-2	20310274	流体力学	2014000042
2016-2017-2	40310693	航空发动机控制	2014000042
2016-2017-2	00640562	英国社会与文化	2014000042
2016-2017-2	10721181	三年级男生击剑	2014000042
2016-2017-2	40310592	航天器姿态控制系统	2014000042
2016-2017-2	40310042	飞行器结构设计	2014000042
2016-2017-2	30310864	实验力学	2014000042
2016-2017-2	20120203	机械设计基础A(3)	2014000042
2016-2017-2	30120233	制造工程基础	2014000042
2016-2017-2	30310503	飞行器结构力学	2014000042
2016-2017-2	40350392	电子材料工学	2014000043
2016-2017-2	40350402	冶金质量控制	2014000043
2016-2017-2	40350422	聚合物复合材料(PMC)	2014000043
2016-2017-2	40350372	结构陶瓷材料及其应用	2014000043
2016-2017-2	00640312	影视欣赏	2014000043
2016-2017-2	10721151	三年级男生武术	2014000043
2016-2017-2	40350593	材料加工原理	2014000043
2016-2017-2	00450012	生态学	2014000043
2016-2017-2	20220395	电工与电子技术	2014000043
2016-2017-2	30350183	材料物理性能基础	2014000043
2016-2017-2	30350291	材料科学与工程实验（3）	2014000043
2016-2017-2	40350612	材料加工系列实验	2014000043
2016-2017-2	00804252	视觉艺术设计	2014000044
2016-2017-2	31510113	创业训练	2014000044
2016-2017-2	00640562	英国社会与文化	2014000044
2016-2017-2	00803872	参数化设计	2014000044
2016-2017-2	41510026	智能硬件专业创新实践	2014000044
2016-2017-2	00803513	中外设计论著选读	2014000044
2016-2017-2	00701252	汽车的历史、生活与文化	2014000044
2016-2017-2	10721731	三年级女生武术	2014000044
2016-2017-2	40808403	交通工具立体设计表达（2）	2014000044
2016-2017-2	40808453	交通工具造型设计(2)	2014000044
2016-2017-2	40809302	交通工具平面设计表达（2）	2014000044
2016-2017-2	40809551	交通工具计算机辅助设计（1）	2014000044
2016-2017-2	00804392	工业设计理论思潮与案例分析	2014000045
2016-2017-2	00780491	中外名剧欣赏	2014000045
2016-2017-2	10721521	三年级女生篮球	2014000045
2016-2017-2	00804312	雕塑创作实践（3）	2014000045
2016-2017-2	00803453	服装工艺	2014000045
2016-2017-2	40805211	综合设计表达	2014000045
2016-2017-2	40809213	产品设计（2）	2014000045
2016-2017-2	40804731	产品计划	2014000045
2016-2017-2	40809223	产品设计（1）	2014000045
2016-2017-2	30806771	用户研究方法	2014000045
2016-2017-2	00804112	传统园林设计	2014000046
2016-2017-2	10721671	三年级女生游泳高级班	2014000046
2016-2017-2	00803293	中国传统装饰艺术	2014000046
2016-2017-2	S1510031	实验室科研探究（2）	2014000046
2016-2017-2	60640312	日语(第二外国语)(3)	2014000046
2016-2017-2	40803074	书籍设计	2014000046
2016-2017-2	40809092	广告设计（1）	2014000046
2016-2017-2	40809093	视觉识别系统设计（2） 	2014000046
2016-2017-2	00804152	规划原理与城市设计	2014000047
2016-2017-2	02090091	高技术战争	2014000047
2016-2017-2	00802122	标志设计	2014000047
2016-2017-2	00782311	西方经典歌剧赏析	2014000047
2016-2017-2	00780531	民族与现代舞赏析	2014000047
2016-2017-2	S1510041	实验室科研探究（3）	2014000047
2016-2017-2	00803293	中国传统装饰艺术	2014000047
2016-2017-2	S1510051	实验室科研探究（4）	2014000047
2016-2017-2	00781872	西方古典音乐文化	2014000047
2016-2017-2	00700052	大学生心理健康	2014000047
2016-2017-2	10721181	三年级男生击剑	2014000047
2016-2017-2	40803074	书籍设计	2014000047
2016-2017-2	40809092	广告设计（1）	2014000047
2016-2017-2	40809093	视觉识别系统设计（2） 	2014000047
2016-2017-2	40660932	非诉讼的纠纷解决制度	2014000048
2016-2017-2	00701211	社会心理探索	2014000048
2016-2017-2	00701532	医学史	2014000048
2016-2017-2	10721651	体疗（6）	2014000048
2016-2017-2	00780491	中外名剧欣赏	2014000048
2016-2017-2	00782331	京剧艺术赏析	2014000048
2016-2017-2	40807703	实验素描	2014000048
2016-2017-2	40807713	实验色彩	2014000048
2016-2017-2	40809141	创作练习(3)	2014000048
2016-2017-2	40809582	视觉语言训练影像	2014000048
2016-2017-2	00804263	油画（人物）	2014000048
2016-2017-2	00050071	环境保护与可持续发展	2014000048
2016-2017-2	10721511	三年级女生网球	2014000049
2016-2017-2	00804812	笔墨基础（梅兰竹菊）	2014000049
2016-2017-2	00803653	纤维艺术	2014000049
2016-2017-2	00802252	摄影美学	2014000049
2016-2017-2	30806722	材料与设计	2014000049
2016-2017-2	40809442	环境物理	2014000049
2016-2017-2	40809493	综合设计(1)	2014000049
2016-2017-2	40809552	光与色彩	2014000049
2016-2017-2	00803723	海报设计	2014000050
2016-2017-2	10641182	艺术英语(2) 	2014000050
2016-2017-2	00781872	西方古典音乐文化	2014000050
2016-2017-2	30806173	三维造型基础(2)	2014000050
2016-2017-2	10721071	三年级男生乒乓球	2014000050
2016-2017-2	00804703	动画创作实践	2014000050
2016-2017-2	40807212	声音表现	2014000050
2016-2017-2	40808026	动画创作（1）	2014000050
2016-2017-2	40809541	后期合成	2014000050
2016-2017-2	00690062	围棋与中国文化	2013000001
2016-2017-2	40350320	综合论文训练	2013000001
2016-2017-2	60640272	日语(第二外国语)(2)	2013000002
2016-2017-2	40440200	综合论文训练	2013000002
2016-2017-2	40350320	综合论文训练	2013000003
2016-2017-2	00340163	能源材料	2013000003
2016-2017-2	10420262	数理方程引论	2013000003
2016-2017-2	00510573	劳动经济学	2013000003
2016-2017-2	00510583	发展经济学	2013000003
2016-2017-2	40511040	综合论文训练	2013000003
2016-2017-2	00510643	金融学原理	2013000003
2016-2017-2	10420262	数理方程引论	2013000004
2016-2017-2	20350033	工程材料	2013000004
2016-2017-2	10430012	复变函数	2013000004
2016-2017-2	30150331	Matlab建模仿真技术	2013000004
2016-2017-2	40350320	综合论文训练	2013000004
2016-2017-2	40701042	金融经济学	2013000006
2016-2017-2	00701271	心理学入门	2013000006
2016-2017-2	40350320	综合论文训练	2013000006
2016-2017-2	40511040	综合论文训练	2013000007
2016-2017-2	40910010	综合论文训练	2013000007
2016-2017-2	40440200	综合论文训练	2013000008
2016-2017-2	40440200	综合论文训练	2013000009
2016-2017-2	40440283	化学生物学	2013000009
2016-2017-2	40511040	综合论文训练	2013000009
2016-2017-2	40440332	现代高分子化学实验	2013000009
2016-2017-2	30440133	物理有机化学	2013000009
2016-2017-2	40440032	高等无机化学	2013000009
2016-2017-2	00510643	金融学原理	2013000009
2016-2017-2	10420243	随机数学方法	2013000009
2016-2017-2	40430260	综合论文训练	2013000010
2016-2017-2	02090061	射击	2013000011
2016-2017-2	40450090	综合论文训练	2013000011
2016-2017-2	10720021	体育(2)	2013000011
2016-2017-2	00782641	基本乐理与名歌学唱	2013000012
2016-2017-2	00782401	音乐剧排演(1)	2013000012
2016-2017-2	00782191	芭蕾基本功训练与技巧	2013000012
2016-2017-2	60640282	法语(第二外国语)(2)	2013000012
2016-2017-2	40450090	综合论文训练	2013000012
2016-2017-2	02090102	兵棋推演	2013000013
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2013000013
2016-2017-2	40240702	以服务为中心的软件开发设计与实现	2013000013
2016-2017-2	40240532	机器学习概论	2013000013
2016-2017-2	40240443	计算机系统结构	2013000013
2016-2017-2	10721111	三年级男生健美	2013000013
2016-2017-2	10420854	数学实验	2013000013
2016-2017-2	30240422	数据库专题训练	2013000013
